"","sender_id","receiver_name"
"1219","10840",83024
"1220","10840",96729
"1221","10840",106272
"1222","10840",134066
"1223","10899",36927
"1224","10899",42711
"1225","10899",51960
"1226","10899",59050
"1227","10899",120215
"1228","10899",122539
"1229","10899",123593
"1230","10926",5436
"1231","10935",92371
"1232","10954",54921
"1233","10972",76097
"1234","10983",29233
"1235","luca.biolo",22254
"1236","luca.biolo",35570
"1237","luca.biolo",108873
"1238","11039",71637
"1239","11039",76647
"1240","11057",23390
"1241","11057",45548
"1242","11057",78308
"1243","fabio.boldrin",4866
"1244","11086",28070
"1245","11089",27994
"1246","11089",58806
"1247","11089",74737
"1248","11121",16407
"1249","11121",77832
"1250","11121",126295
"1251","11141",36927
"1252","11141",120215
"1253","11141",122539
"1254","11178",15879
"1255","11178",16458
"1256","11178",22437
"1257","11178",29068
"1258","11178",31287
"1259","11178",39368
"1260","11178",41894
"1261","11178",54997
"1262","11178",70539
"1263","11178",83905
"1264","11178",84291
"1265","11178",96729
"1266","11178",99112
"1267","11178",115874
"1268","11178",117889
"1269","11178",118933
"1270","11178",128038
"1271","11178",129480
"1272","11281",21265
"1273","11281",102914
"1274","11295",109490
"1275","fabio.boldrin",4401
"1276","fabio.boldrin",43748
"1277","fabio.boldrin",46296
"1278","fabio.boldrin",56042
"1279","fabio.boldrin",105599
"1280","fabio.boldrin",119272
"1281","11384",36927
"1282","11384",103498
"1283","11384",121221
"1284","11384",122539
"1285","fabio.boldrin",7409
"1286","fabio.boldrin",15330
"1287","fabio.boldrin",43748
"1288","fabio.boldrin",49878
"1289","fabio.boldrin",53469
"1290","fabio.boldrin",56603
"1291","fabio.boldrin",58806
"1292","fabio.boldrin",70539
"1293","fabio.boldrin",80324
"1294","fabio.boldrin",81591
"1295","fabio.boldrin",96729
"1296","fabio.boldrin",124884
"1297","11486",15130
"1298","11486",36927
"1299","11486",52425
"1300","11486",56042
"1301","11486",75760
"1302","11486",122539
"1303","11545",19426
"1304","11545",65430
"1305","11553",7409
"1306","11553",8145
"1307","11553",9902
"1308","11553",12070
"1309","11553",15330
"1310","11553",22495
"1311","11553",23394
